time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-19T16:08:05.850Z,-21.2029,168.5843,5.94,5.9,mww,,40,0.585,0.97,us,us2000brh4,2018-02-14T02:01:04.040Z,"82km ENE of Tadine, New Caledonia",earthquake,4.8,1.7,0.058,29,reviewed,us,us
2017-11-19T22:43:29.250Z,-21.3246,168.6715,10,7,mww,,14,0.617,0.65,us,us2000brlf,2020-01-03T01:17:03.389Z,"85km ENE of Tadine, New Caledonia",earthquake,5.6,1.7,0.071,19,reviewed,us,us
2017-11-20T00:09:23.730Z,-21.4848,168.8088,10,6,mww,,22,0.724,0.99,us,us2000brnd,2018-02-14T02:01:05.040Z,"96km E of Tadine, New Caledonia",earthquake,4.4,1.7,0.073,18,reviewed,us,us
2017-11-20T18:51:07.610Z,-14.7243,-175.0485,9,6,mww,,42,3.272,1.15,us,us2000brz0,2018-02-14T02:01:07.040Z,"194km NW of Hihifo, Tonga",earthquake,8.4,1.7,0.075,17,reviewed,us,us
2017-11-21T01:04:36.370Z,-51.9757,139.6977,10,5.5,mww,,55,10.429,0.96,us,us2000bs5i,2018-02-14T02:01:08.040Z,"Western Indian-Antarctic Ridge",earthquake,10.7,1.8,0.06,27,reviewed,us,us
2017-11-22T07:42:58.560Z,-36.5756,177.5099,15.91,5.5,mww,,61,1.173,1.37,us,us2000bsrh,2018-02-14T02:01:10.040Z,"156km ENE of Tairua, New Zealand",earthquake,6.9,1.9,0.054,33,reviewed,us,us
2017-11-23T18:02:35.850Z,27.1381,130.3582,11,5.5,mww,,44,1.525,1.17,us,us2000btkn,2018-02-14T02:01:12.040Z,"161km SSE of Naze, Japan",earthquake,5.6,1.8,0.049,40,reviewed,us,us
2017-11-25T17:30:01.740Z,-20.6293,172.5477,10.35,5.8,mww,,65,4.303,0.98,us,us2000bubz,2018-02-14T02:01:15.040Z,"202km NNE of Ile Hunter, New Caledonia",earthquake,10.2,3.3,0.056,31,reviewed,us,us
2017-11-27T07:11:11.620Z,-4.5746,153.2269,54,6,mww,,37,1.126,0.7,us,us2000burc,2020-01-03T01:17:33.413Z,"24km ESE of Taron, Papua New Guinea",earthquake,7.7,1.9,0.05,38,reviewed,us,us
2017-11-28T13:15:45.400Z,72.5993,3.2746,10,5.5,mww,,27,6.487,0.67,us,us2000bvcw,2018-02-20T09:06:05.040Z,"Norwegian Sea",earthquake,7.4,1.8,0.049,40,reviewed,us,us
2017-11-29T03:36:14.970Z,-25.6432,-13.8643,10,5.5,mww,,82,33.385,0.51,us,us2000bvry,2018-02-20T09:06:06.040Z,"Southern Mid-Atlantic Ridge",earthquake,13.7,1.9,0.073,18,reviewed,us,us
2017-11-29T06:29:06.970Z,-14.4095,-76.1594,16.87,5.7,mww,,96,2.497,1.25,us,us2000bvsl,2020-01-03T01:17:46.726Z,"53km WSW of Santiago, Peru",earthquake,7.8,3.1,0.056,31,reviewed,us,us
2017-11-29T22:32:22.920Z,45.2018,146.3012,9.61,5.5,mww,,50,2.859,0.6,us,us1000bj3n,2018-02-20T09:06:07.040Z,"124km W of Kuril'sk, Russia",earthquake,4,2.7,0.062,25,reviewed,us,us
2017-11-29T23:53:50.300Z,-6.7362,129.7816,157,5.5,mww,,17,1.948,0.91,us,us1000bj4z,2018-02-20T09:06:07.040Z,"216km NW of Saumlaki, Indonesia",earthquake,6.2,1.8,0.059,28,reviewed,us,us
2017-11-30T05:50:20.820Z,-4.3873,143.8029,116,5.5,mww,,14,4.251,0.68,us,us1000bj76,2020-01-03T00:15:24.660Z,"46km SW of Angoram, Papua New Guinea",earthquake,7.9,1.9,0.065,23,reviewed,us,us
2017-11-30T06:32:50.760Z,-1.0802,-23.4323,10,6.5,mww,,26,11.148,0.65,us,us1000bj7t,2018-02-20T09:06:08.040Z,"Central Mid-Atlantic Ridge",earthquake,9.1,1.8,0.045,48,reviewed,us,us
2017-12-01T02:32:46.040Z,30.7464,57.307,9,6.1,mww,,23,5.526,0.89,us,us1000bjnz,2020-01-03T00:15:38.211Z,"55km NNE of Kerman, Iran",earthquake,7.1,1.7,0.06,27,reviewed,us,us
2017-12-01T02:49:58.490Z,-6.1346,147.6564,34,6,mww,,11,3.286,1.06,us,us1000bjph,2020-01-03T00:15:56.006Z,"56km NNW of Finschhafen, Papua New Guinea",earthquake,6.6,1.7,0.059,28,reviewed,us,us
2017-12-01T05:20:28.480Z,-48.7787,106.8254,10,5.5,mww,,52,17.656,0.71,us,us1000bjr7,2018-02-20T09:06:10.040Z,"Southeast Indian Ridge",earthquake,9.9,1.8,0.089,12,reviewed,us,us
2017-12-03T11:19:05.440Z,-0.47,-80.3101,17,6.1,mww,,47,1.763,1.04,us,us1000bkjh,2020-01-03T00:16:09.562Z,"18km NE of Bahia de Caraquez, Ecuador",earthquake,5.6,1.7,0.045,48,reviewed,us,us
2017-12-04T00:08:09.170Z,-32.7469,-178.771,38,5.8,mww,,27,3.564,1.32,us,us1000bkpn,2018-02-28T02:32:24.040Z,"146km S of L'Esperance Rock, New Zealand",earthquake,7.7,1.8,0.066,22,reviewed,us,us
2017-12-04T01:35:01.580Z,-13.9285,170.3981,10,5.5,mww,,107,7.447,0.67,us,us1000bkqv,2018-02-28T02:32:24.040Z,"Vanuatu region",earthquake,7.5,1.9,0.069,20,reviewed,us,us
2017-12-06T16:06:56.990Z,-0.6299,123.6681,28,5.5,mww,,31,0.985,0.99,us,us1000bms0,2020-01-03T00:16:23.081Z,"104km ENE of Luwuk, Indonesia",earthquake,6.2,1.8,0.06,27,reviewed,us,us
2017-12-08T00:22:54.200Z,10.1164,140.2197,12.79,6.4,mww,,13,5.711,0.76,us,us2000c1wt,2018-02-28T02:32:32.040Z,"50km NW of Fais, Micronesia",earthquake,2.1,2.8,0.041,58,reviewed,us,us
2017-12-08T02:09:57.430Z,-30.5548,-178.4924,12,5.9,mww,,54,1.394,1.12,us,us2000c1xc,2018-02-28T02:32:32.040Z,"104km NNE of L'Esperance Rock, New Zealand",earthquake,8.2,1.7,0.055,32,reviewed,us,us
2017-12-08T09:51:08.050Z,10.0116,140.1871,8,6.3,mww,,42,5.8,0.68,us,us2000c1zn,2018-02-28T02:32:33.040Z,"45km NW of Fais, Micronesia",earthquake,6.3,1.8,0.065,23,reviewed,us,us
2017-12-08T23:42:13.830Z,-16.1147,-173.9172,155,5.7,mww,,34,3.013,0.7,us,us2000c286,2018-02-28T02:32:34.040Z,"25km SW of Hihifo, Tonga",earthquake,7.7,1.8,0.068,21,reviewed,us,us
2017-12-09T15:14:24.770Z,10.0928,140.2016,10,6.1,mww,,37,5.739,1.19,us,us2000c2du,2018-02-28T02:32:34.040Z,"50km NW of Fais, Micronesia",earthquake,8.5,1.8,0.042,55,reviewed,us,us
2017-12-11T10:50:00.920Z,-20.8328,-173.7212,7,5.7,mww,,38,3.973,1.48,us,us2000c2te,2018-03-06T00:49:36.040Z,"131km SSE of Pangai, Tonga",earthquake,7.6,1.6,0.066,22,reviewed,us,us
2017-12-11T17:29:10.440Z,-14.3337,167.4429,186,5.6,mww,,42,6.411,0.94,us,us2000c2vg,2020-01-03T01:18:13.127Z,"51km SSW of Sola, Vanuatu",earthquake,9.1,1.9,0.063,24,reviewed,us,us
2017-12-11T19:00:56.850Z,-19.7083,-71.0591,12,5.5,mww,,94,1.036,1.31,us,us2000c2xt,2018-03-06T00:49:36.040Z,"111km WNW of Iquique, Chile",earthquake,5.8,1.7,0.05,39,reviewed,us,us
2017-12-12T08:43:18.320Z,30.7372,57.2795,12,6,mww,,49,5.549,0.79,us,us2000c3ag,2020-01-03T01:18:25.706Z,"53km NNE of Kerman, Iran",earthquake,7.3,1.8,0.052,35,reviewed,us,us
2017-12-12T21:41:31.140Z,30.8275,57.2982,8,6,mww,,24,5.477,0.78,us,us2000c3mi,2020-01-03T01:18:42.377Z,"63km NNE of Kerman, Iran",earthquake,7.2,1.8,0.05,38,reviewed,us,us
2017-12-13T18:03:43.920Z,-54.2189,2.1628,17,6.5,mww,,23,17.654,0.99,us,us2000c3y6,2018-03-06T00:49:39.040Z,"80km WNW of Bouvet Island, Bouvet Island",earthquake,9.7,1.7,0.041,57,reviewed,us,us
2017-12-14T20:36:38.200Z,-21.2198,169.5292,23,5.5,mww,,90,1.421,0.98,us,us2000c4ki,2018-03-06T00:49:41.040Z,"174km ENE of Tadine, New Caledonia",earthquake,9.3,1.9,0.065,23,reviewed,us,us
2017-12-15T16:47:58.230Z,-7.4921,108.1743,90,6.5,mww,,28,2.365,1.07,us,us2000c4v8,2020-01-03T01:18:58.331Z,"1km E of Kampungbaru, Indonesia",earthquake,8,1.8,0.058,29,reviewed,us,us
2017-12-16T11:22:24.440Z,-17.3357,-177.5368,391.9,5.5,mww,,68,6.51,0.82,us,us2000c57n,2018-03-06T00:49:44.040Z,"Fiji region",earthquake,11.3,4.6,0.089,12,reviewed,us,us
2017-12-16T22:40:50.460Z,-59.6236,-151.1228,10,5.5,mww,,33,22.209,0.64,us,us2000c5bf,2018-03-06T00:49:45.040Z,"Pacific-Antarctic Ridge",earthquake,13.2,1.8,0.08,15,reviewed,us,us
2017-12-19T05:35:30.430Z,-21.8597,-114.3194,10,5.5,mww,,38,37.087,0.95,us,us1000bsxu,2018-03-14T00:58:22.040Z,"Southern East Pacific Rise",earthquake,12.2,1.7,0.083,14,reviewed,us,us
2017-12-20T13:40:54.570Z,30.6154,132.0779,10,5.5,mww,,42,2.702,0.7,us,us1000btna,2018-03-14T00:58:24.040Z,"104km E of Nishinoomote, Japan",earthquake,6.4,1.8,0.044,49,reviewed,us,us
2017-12-21T03:00:18.550Z,29.2899,142.6475,10,5.8,mww,,26,2.223,0.62,us,us1000bu46,2018-03-14T00:58:25.040Z,"248km N of Chichi-shima, Japan",earthquake,7.6,1.7,0.052,36,reviewed,us,us
2017-12-22T14:44:18.220Z,53.8592,160.6039,47.29,5.5,mww,,82,1.437,0.99,us,us1000bv11,2018-03-14T00:58:26.040Z,"158km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,5.7,3.6,0.061,26,reviewed,us,us
2017-12-24T17:33:40.810Z,-15.3635,-172.9319,38.11,5.5,mww,,63,1.827,0.7,us,us1000bvpy,2018-03-17T01:54:33.040Z,"109km NE of Hihifo, Tonga",earthquake,10.1,4.4,0.08,15,reviewed,us,us
2017-12-25T12:02:29.570Z,-27.8848,74.0048,10,5.5,mww,,38,17.903,1.05,us,us1000bvyv,2018-03-17T01:54:34.040Z,"Mid-Indian Ridge",earthquake,10.7,1.7,0.051,37,reviewed,us,us
2017-12-28T17:20:19.350Z,4.0803,126.7919,23.79,5.7,mww,,47,3.205,1.01,us,us1000bx7a,2018-03-17T01:54:37.040Z,"207km SE of Sarangani, Philippines",earthquake,6,3.3,0.062,25,reviewed,us,us
2017-12-28T21:40:54.410Z,-56.5571,-142.1743,10,5.5,mww,,78,31.478,0.95,us,us1000bz20,2018-03-17T01:54:37.040Z,"Pacific-Antarctic Ridge",earthquake,14.3,1.8,0.078,16,reviewed,us,us
2017-12-29T21:20:53.180Z,-53.0916,-117.4105,10,5.7,mww,,29,27.246,0.64,us,us1000bxw9,2018-03-17T01:54:38.040Z,"Southern East Pacific Rise",earthquake,11.4,1.7,0.071,19,reviewed,us,us
2017-12-29T23:55:55.260Z,-5.4289,150.844,95.07,5.7,mww,,15,1.621,0.74,us,us1000bxyn,2020-01-03T00:16:36.201Z,"78km E of Kimbe, Papua New Guinea",earthquake,7,3.5,0.052,36,reviewed,us,us
